CONS_NO,FLAG,anomaly_label,anomaly_score
B0EBD72C623B905782DB0AF2711EBB50,0,1,1.0
BF12840701C492DD83AAF7765948E99F,1,1,0.99529792511571
AF04A5D3B8779C6D9C6DB2C04008EECE,0,1,0.9947553935451726
1A15D02FC2F712125482FDD2088A2F0E,0,1,0.991892440069861
E80AF41AC51E2F0B144FDAFE2EA9B7E7,0,1,0.9904566907759077
6BD04DCABC15FF9CAA40252547984C43,1,1,0.9526081424431863
1068572243CD768F5841A4D9F283B82F,1,1,0.9499614687066222
CD429B3AF3C83FA14DA64587ECB3AC0E,0,1,0.9407131284178736
7EE4B1D9550FFE0887C5867725368E25,1,1,0.9310608903662945
1B173C1A3A2EEF026D089EE150A5AA51,1,1,0.9228815975480645
200675F4656A5CAB60F0F66E275F9770,0,1,0.9187791729187974
26AFD4F63293038F00E1D131DF2D228A,1,1,0.9182813452931121
38663D8D847562041186378BBBB4F4B4,1,1,0.9108023427728258
9E303B668FE8188FB8DAF661AA242B7D,0,1,0.9092441383300194
99DD21250B73911C014D9340650315D9,0,1,0.9079929361411296
1869D01D08627B06EBD47445F4D78EF4,0,1,0.9019707406009683
AC56D4A8437DDAC84F2F7834D7663842,1,1,0.9013692627864703
B6A76FD70A93FD966A9DACE0F9E1D125,0,1,0.8989849733309491
451E35209B7DF832C8DECB205F51570F,0,1,0.896019333180737
CA587C7E6CB3292F499F3AE0D92341B1,0,1,0.8950650654817851
F326FC9F62E700ECE12F436D3A43A1E1,0,1,0.894819987985998
6E576AAE7D1ED95D57ACE92BD62CA490,0,1,0.8939085129217428
63393EC9630E645DF38DC9A57A814710,0,1,0.8938726186526293
6FE359D92500D92B43438C61E5BB399D,0,1,0.8906772117322497
C39688E571725D719FC5826396E37D78,0,1,0.8892273979589166
3C51F36B2342C3B4D8A79700D2D4433F,0,1,0.8891017745194657
AC0B3C4080A6058D7EBB630C18A79CB8,0,1,0.8885237969422045
9873DF5A955529F2861217DECBE12F8D,0,1,0.8837123842528132
FCEA2A3BC0A80E0371341B04A300C073,0,1,0.8808333201113027
F9A2FBE059253B2DDC3A22F8AF8E52B8,0,1,0.8797490515033634
B415F931D3BFB17ACEF48BC648B04FC2,1,1,0.8794154250228267
5E58C058ECEC6ACC7EEE3FF03B05C60A,0,1,0.8785279179945377
5830D62B23147834C5D1AFB36446968F,0,1,0.877186827611739
14A83F2615CE0E4B67200131B0D6D5E2,0,1,0.8757228593618065
620E9685A1D2F4C35855EF1A3E0968AB,1,1,0.875016191543661
A92F38E3E3A470A63827B2FCD65C0285,0,1,0.8745012416597212
56E60596F046D607DE24EF4F3D8C3C10,0,1,0.8717931003916402
